parse,solve,decisions,unit,visit,restart,cdcl,adjacency,clause,decision,sat,var
1,0,49,522,8430,0,true,list,basic,trivial,true,50
1,0,16,100,1516,0,true,list,basic,trivial,true,50
1,0,19,186,2880,0,true,list,basic,trivial,true,50
1,1,113,1294,24292,0,true,list,basic,trivial,true,50
1,0,50,600,9939,0,true,list,basic,trivial,true,50
1,0,14,44,759,0,true,list,basic,trivial,true,50
1,0,32,331,5411,0,true,list,basic,trivial,true,50
1,1,125,1480,29350,0,true,list,basic,trivial,true,50
1,0,40,372,6070,0,true,list,basic,trivial,true,50
1,1,134,1605,32324,1,true,list,basic,trivial,true,50
1,3,246,3199,74790,1,true,list,basic,trivial,false,50
1,2,203,2352,50136,1,true,list,basic,trivial,false,50
1,2,184,2461,51342,1,true,list,basic,trivial,false,50
1,1,114,1568,30349,0,true,list,basic,trivial,false,50
1,0,52,584,9457,0,true,list,basic,trivial,false,50
1,2,153,1848,37984,1,true,list,basic,trivial,false,50
1,0,52,724,12405,0,true,list,basic,trivial,false,50
1,2,193,2596,54627,1,true,list,basic,trivial,false,50
1,2,179,2353,49223,1,true,list,basic,trivial,false,50
1,1,140,1793,35133,1,true,list,basic,trivial,false,50
1,0,35,335,5065,0,true,list,basic,trivial,true,75
1,2,148,2660,48133,1,true,list,basic,trivial,true,75
1,1,75,1143,18358,0,true,list,basic,trivial,true,75
1,0,64,844,13262,0,true,list,basic,trivial,true,75
1,10,499,8242,200065,2,true,list,basic,trivial,true,75
1,11,549,7995,203717,2,true,list,basic,trivial,true,75
1,2,133,2120,40657,0,true,list,basic,trivial,true,75
1,12,554,8696,225730,2,true,list,basic,trivial,true,75
1,0,27,246,3699,0,true,list,basic,trivial,true,75
1,3,189,3041,58634,1,true,list,basic,trivial,true,75
1,12,550,8961,230529,2,true,list,basic,trivial,false,75
1,8,474,7221,165926,2,true,list,basic,trivial,false,75
1,169,2539,42646,3371786,4,true,list,basic,trivial,false,75
1,11,589,8907,234446,2,true,list,basic,trivial,false,75
1,44,1324,22199,925361,3,true,list,basic,trivial,false,75
1,17,685,11957,358816,2,true,list,basic,trivial,false,75
1,18,814,13159,400029,3,true,list,basic,trivial,false,75
1,34,1267,18743,735697,3,true,list,basic,trivial,false,75
1,9,507,8289,199143,2,true,list,basic,trivial,false,75
1,23,847,13802,480351,3,true,list,basic,trivial,false,75
2,23,756,14986,450243,2,true,list,basic,trivial,true,100
2,115,2463,43998,2375592,4,true,list,basic,trivial,true,100
2,252,3558,65644,5330926,4,true,list,basic,trivial,true,100
2,39,1148,23280,724387,3,true,list,basic,trivial,true,100
2,16,722,12243,316761,2,true,list,basic,trivial,true,100
2,132,2633,47716,2686777,4,true,list,basic,trivial,true,100
2,140,2727,48916,2957253,4,true,list,basic,trivial,true,100
2,15,617,11747,295338,2,true,list,basic,trivial,true,100
2,75,1705,32336,1514243,3,true,list,basic,trivial,true,100
2,0,57,897,13967,0,true,list,basic,trivial,true,100
2,53,1526,27501,1122256,3,true,list,basic,trivial,false,100
2,223,3212,64124,4715050,4,true,list,basic,trivial,false,100
2,198,2987,56389,4151825,4,true,list,basic,trivial,false,100
2,92,2061,36115,1908451,3,true,list,basic,trivial,false,100
2,98,2022,35215,1989134,3,true,list,basic,trivial,false,100
2,684,5120,102996,14054619,5,true,list,basic,trivial,false,100
2,150,2665,50932,3148471,4,true,list,basic,trivial,false,100
2,406,4170,80370,8326412,4,true,list,basic,trivial,false,100
2,240,3233,65139,4979584,4,true,list,basic,trivial,false,100
2,148,2775,53395,3132165,4,true,list,basic,trivial,false,100
2,607,5228,111645,12286540,5,true,list,basic,trivial,true,125
2,381,4371,89529,7424648,4,true,list,basic,trivial,true,125
2,46,1339,26661,857753,3,true,list,basic,trivial,true,125
2,3517,11976,276306,69559339,5,true,list,basic,trivial,true,125
2,509,4671,106684,10317299,4,true,list,basic,trivial,true,125
2,180,2831,60257,3476979,4,true,list,basic,trivial,true,125
2,5061,14935,329073,100334457,6,true,list,basic,trivial,true,125
2,4,244,4040,71203,1,true,list,basic,trivial,true,125
2,15,603,11342,282683,2,true,list,basic,trivial,true,125
2,117,2085,45085,2252193,3,true,list,basic,trivial,true,125
2,1356,8740,188677,28753420,5,true,list,basic,trivial,false,125
2,2195,9733,208395,43016143,5,true,list,basic,trivial,false,125
2,4628,15729,346496,96968914,6,true,list,basic,trivial,false,125
2,1506,8290,192767,30924859,5,true,list,basic,trivial,false,125
2,4952,16155,362191,104592928,6,true,list,basic,trivial,false,125
2,4031,12282,274090,79538342,5,true,list,basic,trivial,false,125
2,613,4952,111329,12142736,4,true,list,basic,trivial,false,125
2,410,4493,101141,8758936,4,true,list,basic,trivial,false,125
2,807,6111,130156,16207913,5,true,list,basic,trivial,false,125
2,8369,19610,436391,158311166,6,true,list,basic,trivial,false,125
1,0,36,206,3449,0,true,list,basic,random,true,50
1,0,56,606,10092,0,true,list,basic,random,true,50
1,0,58,485,8166,0,true,list,basic,random,true,50
1,1,181,1820,37529,1,true,list,basic,random,true,50
1,0,107,1102,20586,0,true,list,basic,random,true,50
1,0,44,442,7032,0,true,list,basic,random,true,50
1,0,62,497,8320,0,true,list,basic,random,true,50
1,0,8,42,654,0,true,list,basic,random,true,50
1,0,23,244,3823,0,true,list,basic,random,true,50
1,5,391,4570,124368,2,true,list,basic,random,true,50
1,1,166,1885,37771,1,true,list,basic,random,false,50
1,1,106,1143,21623,0,true,list,basic,random,false,50
1,1,151,1625,31846,1,true,list,basic,random,false,50
1,1,108,1236,24301,0,true,list,basic,random,false,50
1,1,121,1166,23118,0,true,list,basic,random,false,50
1,0,105,1053,19714,0,true,list,basic,random,false,50
1,1,166,1924,40413,1,true,list,basic,random,false,50
1,1,170,1982,40011,1,true,list,basic,random,false,50
1,2,189,2149,43814,1,true,list,basic,random,false,50
1,1,168,1917,39868,1,true,list,basic,random,false,50
1,0,47,372,5732,0,true,list,basic,random,true,75
1,0,42,546,7999,0,true,list,basic,random,true,75
1,28,1174,15841,633761,3,true,list,basic,random,true,75
1,3,274,3615,77110,1,true,list,basic,random,true,75
1,2,224,3049,60965,1,true,list,basic,random,true,75
1,5,358,4828,112703,1,true,list,basic,random,true,75
1,8,504,6808,174441,2,true,list,basic,random,true,75
1,1,142,1647,29759,0,true,list,basic,random,true,75
1,0,30,330,4903,0,true,list,basic,random,true,75
1,3,237,3576,73857,1,true,list,basic,random,true,75
1,49,1476,21369,1023490,3,true,list,basic,random,false,75
1,15,808,10699,355945,2,true,list,basic,random,false,75
1,48,1496,21581,1011782,3,true,list,basic,random,false,75
1,35,1277,18058,781962,3,true,list,basic,random,false,75
1,70,1779,27599,1595792,3,true,list,basic,random,false,75
1,22,1029,14392,512133,3,true,list,basic,random,false,75
1,47,1449,21565,1059654,3,true,list,basic,random,false,75
1,21,980,13614,492381,3,true,list,basic,random,false,75
1,22,1012,13446,489129,3,true,list,basic,random,false,75
1,10,642,8497,240860,2,true,list,basic,random,false,75
2,5,329,5186,107340,1,true,list,basic,random,true,100
2,28,1107,17469,596053,3,true,list,basic,random,true,100
2,11,629,8967,222987,2,true,list,basic,random,true,100
2,1,127,1481,24840,0,true,list,basic,random,true,100
2,17,773,12196,352396,2,true,list,basic,random,true,100
2,797,6784,110741,16339671,5,true,list,basic,random,true,100
2,11,619,9411,242307,2,true,list,basic,random,true,100
2,28,1071,17688,593508,3,true,list,basic,random,true,100
2,4,293,4326,83671,1,true,list,basic,random,true,100
2,9,513,8358,199616,2,true,list,basic,random,true,100
2,592,5480,89487,12512179,4,true,list,basic,random,false,100
2,1295,8863,145654,27170739,5,true,list,basic,random,false,100
2,322,4319,68559,6725545,4,true,list,basic,random,false,100
2,94,2196,33249,1987346,3,true,list,basic,random,false,100
2,241,3691,62339,5084429,4,true,list,basic,random,false,100
2,3000,11762,209318,61553032,5,true,list,basic,random,false,100
2,2481,11263,190379,51165583,5,true,list,basic,random,false,100
2,255,3855,64721,5362453,4,true,list,basic,random,false,100
2,1731,9753,165629,35420618,5,true,list,basic,random,false,100
2,514,5087,86541,10899259,4,true,list,basic,random,false,100
2,180,2870,54238,3531113,4,true,list,basic,random,true,125
2,4976,15503,298449,96039315,6,true,list,basic,random,true,125
2,12,609,10558,256882,2,true,list,basic,random,true,125
2,407,4662,86300,8063857,4,true,list,basic,random,true,125
2,2574,11646,218802,51260625,5,true,list,basic,random,true,125
2,924,6771,125667,17370569,5,true,list,basic,random,true,125
2,28481,31410,603074,439764554,6,true,list,basic,random,true,125
2,8576,21175,396635,166986592,6,true,list,basic,random,true,125
2,746,5741,108884,14267544,4,true,list,basic,random,true,125
2,56,1614,28976,1105488,3,true,list,basic,random,true,125
2,7389,20148,372190,143814037,6,true,list,basic,random,false,125
2,13142,25435,487982,247705463,6,true,list,basic,random,false,125
2,32791,33692,654391,500041834,6,true,list,basic,random,false,125
2,19175,28465,540508,324109210,6,true,list,basic,random,false,125
2,20640,29222,552564,348439972,6,true,list,basic,random,false,125
2,35825,34292,661304,529218894,6,true,list,basic,random,false,125
2,9419,23404,431723,190102020,6,true,list,basic,random,false,125
2,5950,18564,339509,118060202,6,true,list,basic,random,false,125
2,5119,17360,308025,102566473,6,true,list,basic,random,false,125
2,63533,46954,927583,890222254,7,true,list,basic,random,false,125
1,0,46,701,11179,0,true,list,basic,JW_static,true,50
1,0,14,122,1838,0,true,list,basic,JW_static,true,50
1,0,57,615,10097,0,true,list,basic,JW_static,true,50
1,0,26,178,2779,0,true,list,basic,JW_static,true,50
1,0,61,659,10846,0,true,list,basic,JW_static,true,50
1,0,21,158,2414,0,true,list,basic,JW_static,true,50
1,0,8,49,755,0,true,list,basic,JW_static,true,50
1,0,16,92,1437,0,true,list,basic,JW_static,true,50
1,0,39,417,6685,0,true,list,basic,JW_static,true,50
1,0,41,586,9068,0,true,list,basic,JW_static,true,50
1,0,33,531,8358,0,true,list,basic,JW_static,false,50
1,0,38,664,10180,0,true,list,basic,JW_static,false,50
1,0,61,817,13621,0,true,list,basic,JW_static,false,50
1,0,42,700,11301,0,true,list,basic,JW_static,false,50
1,0,31,413,6622,0,true,list,basic,JW_static,false,50
1,0,38,585,9139,0,true,list,basic,JW_static,false,50
1,0,28,394,6088,0,true,list,basic,JW_static,false,50
1,0,49,545,9052,0,true,list,basic,JW_static,false,50
1,0,34,446,7182,0,true,list,basic,JW_static,false,50
1,0,37,566,8770,0,true,list,basic,JW_static,false,50
1,0,29,248,3666,0,true,list,basic,JW_static,true,75
1,3,182,3232,57896,1,true,list,basic,JW_static,true,75
1,7,365,6350,136232,2,true,list,basic,JW_static,true,75
1,0,54,574,8940,0,true,list,basic,JW_static,true,75
1,0,28,234,3411,0,true,list,basic,JW_static,true,75
1,3,200,3363,61713,1,true,list,basic,JW_static,true,75
1,1,97,1717,27521,0,true,list,basic,JW_static,true,75
1,0,17,100,1542,0,true,list,basic,JW_static,true,75
1,1,100,1777,30076,0,true,list,basic,JW_static,true,75
1,0,38,660,9771,0,true,list,basic,JW_static,true,75
1,2,169,3148,54588,1,true,list,basic,JW_static,false,75
1,1,82,1739,29818,0,true,list,basic,JW_static,false,75
1,8,411,6670,156881,2,true,list,basic,JW_static,false,75
1,2,150,2425,43287,1,true,list,basic,JW_static,false,75
1,4,244,4746,92189,1,true,list,basic,JW_static,false,75
1,3,174,3166,59337,1,true,list,basic,JW_static,false,75
1,3,220,3738,69043,1,true,list,basic,JW_static,false,75
1,2,140,2551,47216,1,true,list,basic,JW_static,false,75
1,2,143,2236,44280,1,true,list,basic,JW_static,false,75
1,2,151,2781,48986,1,true,list,basic,JW_static,false,75
2,5,270,5800,109651,1,true,list,basic,JW_static,true,100
2,3,207,3867,68341,1,true,list,basic,JW_static,true,100
2,2,124,2580,44514,0,true,list,basic,JW_static,true,100
2,0,78,1096,17311,0,true,list,basic,JW_static,true,100
2,3,186,3867,67892,1,true,list,basic,JW_static,true,100
2,9,384,8614,182382,2,true,list,basic,JW_static,true,100
2,1,66,1173,18117,0,true,list,basic,JW_static,true,100
2,23,697,16483,456004,2,true,list,basic,JW_static,true,100
2,1,92,1677,25219,0,true,list,basic,JW_static,true,100
2,0,57,684,10002,0,true,list,basic,JW_static,true,100
2,16,605,14021,349363,2,true,list,basic,JW_static,false,100
2,44,1333,27079,996872,3,true,list,basic,JW_static,false,100
2,9,430,9011,195577,2,true,list,basic,JW_static,false,100
2,12,533,10815,274527,2,true,list,basic,JW_static,false,100
2,4,237,5183,98727,1,true,list,basic,JW_static,false,100
2,38,1051,24685,799485,3,true,list,basic,JW_static,false,100
2,40,1174,24048,842642,3,true,list,basic,JW_static,false,100
2,20,730,15377,423570,2,true,list,basic,JW_static,false,100
2,52,1334,28833,1130096,3,true,list,basic,JW_static,false,100
2,14,575,12680,306996,2,true,list,basic,JW_static,false,100
2,7,317,7080,134601,1,true,list,basic,JW_static,true,125
2,108,1792,47665,2107712,3,true,list,basic,JW_static,true,125
2,68,1527,35583,1368496,3,true,list,basic,JW_static,true,125
2,33,836,21332,609744,3,true,list,basic,JW_static,true,125
2,13,536,12579,258199,2,true,list,basic,JW_static,true,125
2,93,1883,43089,1861224,3,true,list,basic,JW_static,true,125
2,40,1084,26948,767107,3,true,list,basic,JW_static,true,125
2,17,598,13896,324139,2,true,list,basic,JW_static,true,125
2,0,31,326,4743,0,true,list,basic,JW_static,true,125
2,42,1024,25843,802437,3,true,list,basic,JW_static,true,125
2,116,2159,51775,2442341,4,true,list,basic,JW_static,false,125
2,128,2073,49854,2785593,4,true,list,basic,JW_static,false,125
2,86,1668,42594,1792124,3,true,list,basic,JW_static,false,125
2,60,1282,33722,1247189,3,true,list,basic,JW_static,false,125
2,107,1905,49157,2310604,4,true,list,basic,JW_static,false,125
2,114,2050,50617,2360388,4,true,list,basic,JW_static,false,125
2,45,1111,27702,910971,3,true,list,basic,JW_static,false,125
2,44,1228,28082,914955,3,true,list,basic,JW_static,false,125
2,25,777,18155,523506,3,true,list,basic,JW_static,false,125
2,246,3176,82442,5404817,4,true,list,basic,JW_static,false,125
1,0,30,311,4795,0,true,list,basic,VSIDS,true,50
1,0,63,762,12469,0,true,list,basic,VSIDS,true,50
1,0,70,759,12907,0,true,list,basic,VSIDS,true,50
1,0,46,443,7163,0,true,list,basic,VSIDS,true,50
1,0,14,50,825,0,true,list,basic,VSIDS,true,50
1,0,16,148,2319,0,true,list,basic,VSIDS,true,50
1,0,18,160,2503,0,true,list,basic,VSIDS,true,50
1,0,48,490,8352,0,true,list,basic,VSIDS,true,50
1,0,45,442,7209,0,true,list,basic,VSIDS,true,50
1,2,132,1681,32958,1,true,list,basic,VSIDS,true,50
1,1,90,1255,23930,0,true,list,basic,VSIDS,false,50
1,2,145,1805,35290,1,true,list,basic,VSIDS,false,50
1,1,93,1245,22571,0,true,list,basic,VSIDS,false,50
1,1,119,1721,32365,1,true,list,basic,VSIDS,false,50
1,1,100,1196,23327,0,true,list,basic,VSIDS,false,50
1,1,84,1231,23024,0,true,list,basic,VSIDS,false,50
1,0,76,778,13369,0,true,list,basic,VSIDS,false,50
1,0,84,935,17275,0,true,list,basic,VSIDS,false,50
1,1,107,1399,26536,0,true,list,basic,VSIDS,false,50
1,1,125,1727,34514,1,true,list,basic,VSIDS,false,50
1,0,25,97,1644,0,true,list,basic,VSIDS,true,75
1,4,226,4030,75055,1,true,list,basic,VSIDS,true,75
1,0,81,882,14278,0,true,list,basic,VSIDS,true,75
1,0,56,574,9428,0,true,list,basic,VSIDS,true,75
1,3,194,2905,54307,1,true,list,basic,VSIDS,true,75
1,5,240,4402,85476,1,true,list,basic,VSIDS,true,75
1,7,345,5198,117297,2,true,list,basic,VSIDS,true,75
1,0,32,272,4220,0,true,list,basic,VSIDS,true,75
1,0,32,366,5505,0,true,list,basic,VSIDS,true,75
1,9,378,6195,140566,2,true,list,basic,VSIDS,true,75
1,8,420,7033,160934,2,true,list,basic,VSIDS,false,75
1,7,400,6024,139366,2,true,list,basic,VSIDS,false,75
1,13,571,10017,259188,2,true,list,basic,VSIDS,false,75
1,5,324,5158,115631,1,true,list,basic,VSIDS,false,75
1,12,494,9425,225876,2,true,list,basic,VSIDS,false,75
1,11,505,8654,210489,2,true,list,basic,VSIDS,false,75
1,8,416,6739,154765,2,true,list,basic,VSIDS,false,75
1,7,346,5787,130863,2,true,list,basic,VSIDS,false,75
1,6,327,5225,118571,2,true,list,basic,VSIDS,false,75
1,6,314,5543,123454,2,true,list,basic,VSIDS,false,75
2,13,484,8860,196851,2,true,list,basic,VSIDS,true,100
2,31,851,17002,498618,3,true,list,basic,VSIDS,true,100
2,14,515,8947,210921,2,true,list,basic,VSIDS,true,100
2,2,116,2030,35374,0,true,list,basic,VSIDS,true,100
2,2,131,2416,42270,0,true,list,basic,VSIDS,true,100
2,1,65,935,14773,0,true,list,basic,VSIDS,true,100
2,38,947,18168,573253,3,true,list,basic,VSIDS,true,100
2,19,593,12452,295758,2,true,list,basic,VSIDS,true,100
2,25,718,14738,387710,2,true,list,basic,VSIDS,true,100
2,1,73,1157,18393,0,true,list,basic,VSIDS,true,100
2,29,896,17635,544307,3,true,list,basic,VSIDS,false,100
2,67,1513,31210,1309586,3,true,list,basic,VSIDS,false,100
2,20,704,13719,381699,2,true,list,basic,VSIDS,false,100
2,13,572,10109,245413,2,true,list,basic,VSIDS,false,100
2,25,820,16152,486348,3,true,list,basic,VSIDS,false,100
2,77,1646,35426,1502566,3,true,list,basic,VSIDS,false,100
2,76,1572,32989,1472985,3,true,list,basic,VSIDS,false,100
2,46,1234,26134,928479,3,true,list,basic,VSIDS,false,100
2,94,1872,38870,1875565,3,true,list,basic,VSIDS,false,100
2,17,663,13122,335421,2,true,list,basic,VSIDS,false,100
2,40,977,22376,585133,3,true,list,basic,VSIDS,true,125
2,44,976,21459,632839,3,true,list,basic,VSIDS,true,125
2,64,1365,30515,998809,3,true,list,basic,VSIDS,true,125
2,67,1364,30627,1057299,3,true,list,basic,VSIDS,true,125
2,55,1212,27100,831315,3,true,list,basic,VSIDS,true,125
2,30,756,17252,436561,2,true,list,basic,VSIDS,true,125
2,104,1696,39966,1688317,3,true,list,basic,VSIDS,true,125
2,143,1991,46455,2409561,3,true,list,basic,VSIDS,true,125
2,55,1249,26838,861528,3,true,list,basic,VSIDS,true,125
2,17,542,11692,243255,2,true,list,basic,VSIDS,true,125
2,181,2746,64877,3646626,4,true,list,basic,VSIDS,false,125
2,178,2652,63253,3545769,4,true,list,basic,VSIDS,false,125
2,304,3463,84228,5977127,4,true,list,basic,VSIDS,false,125
2,160,2340,54138,3040897,4,true,list,basic,VSIDS,false,125
2,100,1843,44774,1998954,3,true,list,basic,VSIDS,false,125
2,173,2758,62524,3409770,4,true,list,basic,VSIDS,false,125
2,103,1627,41752,1962658,3,true,list,basic,VSIDS,false,125
2,137,2235,51470,2664942,4,true,list,basic,VSIDS,false,125
2,52,1235,28629,985888,3,true,list,basic,VSIDS,false,125
2,208,2834,67472,4079283,4,true,list,basic,VSIDS,false,125
1,0,37,377,5956,0,true,list,counting,trivial,true,50
1,1,152,1816,34467,1,true,list,counting,trivial,true,50
1,1,107,1236,22652,0,true,list,counting,trivial,true,50
1,1,181,2099,40079,1,true,list,counting,trivial,true,50
1,1,124,1348,25568,0,true,list,counting,trivial,true,50
1,0,34,248,4014,0,true,list,counting,trivial,true,50
1,0,71,625,10592,0,true,list,counting,trivial,true,50
1,0,21,124,2070,0,true,list,counting,trivial,true,50
1,1,128,1183,21592,0,true,list,counting,trivial,true,50
1,0,50,587,9525,0,true,list,counting,trivial,true,50
1,3,301,3281,74082,1,true,list,counting,trivial,false,50
1,1,139,1544,31002,1,true,list,counting,trivial,false,50
1,11,762,8572,277583,2,true,list,counting,trivial,false,50
1,1,158,1915,36772,1,true,list,counting,trivial,false,50
1,1,161,1978,37207,1,true,list,counting,trivial,false,50
1,1,143,1345,25070,0,true,list,counting,trivial,false,50
1,3,290,3159,74023,1,true,list,counting,trivial,false,50
1,2,202,2196,44234,1,true,list,counting,trivial,false,50
1,4,317,3834,86824,1,true,list,counting,trivial,false,50
1,4,380,4354,103614,2,true,list,counting,trivial,false,50
1,0,29,228,3473,0,true,list,counting,trivial,true,75
1,3,287,4147,77036,1,true,list,counting,trivial,true,75
1,11,693,9855,253181,2,true,list,counting,trivial,true,75
1,8,594,7955,195082,2,true,list,counting,trivial,true,75
1,62,2196,32438,1718894,3,true,list,counting,trivial,true,75
1,9,699,8952,226643,2,true,list,counting,trivial,true,75
1,7,475,6876,166209,2,true,list,counting,trivial,true,75
1,10,631,9212,236839,2,true,list,counting,trivial,true,75
1,0,68,1087,17523,0,true,list,counting,trivial,true,75
1,0,70,1162,19129,0,true,list,counting,trivial,true,75
1,23,1244,17524,603461,3,true,list,counting,trivial,false,75
1,59,2395,31903,1624343,4,true,list,counting,trivial,false,75
1,538,8143,114227,16033364,5,true,list,counting,trivial,false,75
1,608,8299,116358,17819027,5,true,list,counting,trivial,false,75
1,184,3933,59702,5427099,4,true,list,counting,trivial,false,75
1,205,4575,61686,6029248,4,true,list,counting,trivial,false,75
1,69,2438,35069,1885079,4,true,list,counting,trivial,false,75
1,81,2870,38362,2246054,4,true,list,counting,trivial,false,75
1,33,1709,21511,888826,3,true,list,counting,trivial,false,75
1,42,1839,26135,1171645,3,true,list,counting,trivial,false,75
2,1110,10928,180388,33042606,5,true,list,counting,trivial,true,100
2,547,7336,130821,15870320,5,true,list,counting,trivial,true,100
2,41,1685,28811,1034170,3,true,list,counting,trivial,true,100
2,17,927,15158,421523,2,true,list,counting,trivial,true,100
2,116,3659,55718,3102997,4,true,list,counting,trivial,true,100
2,946,10735,170915,27737420,5,true,list,counting,trivial,true,100
2,3197,19788,328872,97331962,6,true,list,counting,trivial,true,100
2,1,127,1955,31177,0,true,list,counting,trivial,true,100
2,55,2011,34849,1454152,3,true,list,counting,trivial,true,100
2,5,362,5800,112774,1,true,list,counting,trivial,true,100
2,2112,14747,250775,64848049,6,true,list,counting,trivial,false,100
2,1972,15680,248918,57994665,6,true,list,counting,trivial,false,100
2,3307,20264,331953,99551969,6,true,list,counting,trivial,false,100
2,156,4156,64431,4413021,4,true,list,counting,trivial,false,100
2,1346,12346,199595,40627511,5,true,list,counting,trivial,false,100
2,3318,17856,336169,101984406,6,true,list,counting,trivial,false,100
2,1536,12845,217749,45421072,5,true,list,counting,trivial,false,100
2,2075,15550,254225,63417138,6,true,list,counting,trivial,false,100
2,3161,19775,343089,96219194,6,true,list,counting,trivial,false,100
2,465,7189,124800,13444455,5,true,list,counting,trivial,false,100
2,11838,32211,622317,289897684,6,true,list,counting,trivial,true,125
2,311,5681,100873,8805886,4,true,list,counting,trivial,true,125
2,11358,31868,599217,282264741,6,true,list,counting,trivial,true,125
2,41,1876,30541,986990,3,true,list,counting,trivial,true,125
2,8789,30300,565805,236398860,6,true,list,counting,trivial,true,125
2,22832,43228,827802,506577860,7,true,list,counting,trivial,true,125
2,76274,68842,1247917,1181656645,7,true,list,counting,trivial,true,125
2,8332,29841,547447,223532672,6,true,list,counting,trivial,true,125
2,92,2658,50839,2420880,4,true,list,counting,trivial,true,125
2,1255,11967,218489,36721485,5,true,list,counting,trivial,true,125
2,3076,19642,367228,93780700,6,true,list,counting,trivial,false,125
2,16334,34682,696959,361752060,7,true,list,counting,trivial,false,125
2,117732,74474,1499123,1566350679,7,true,list,counting,trivial,false,125
2,9634,29328,604019,241657820,6,true,list,counting,trivial,false,125
2,46388,58252,1086098,823029879,7,true,list,counting,trivial,false,125
2,354069,128309,2444272,4180697403,8,true,list,counting,trivial,false,125
2,28472,47999,931466,589763975,7,true,list,counting,trivial,false,125
2,18048,44395,789117,408641274,7,true,list,counting,trivial,false,125
2,301962,124762,2270113,3477136697,8,true,list,counting,trivial,false,125
2,522344,150581,2874663,5477446225,8,true,list,counting,trivial,false,125
1,0,36,205,3425,0,true,list,counting,random,true,50
1,0,81,860,14844,0,true,list,counting,random,true,50
1,0,65,567,9731,0,true,list,counting,random,true,50
1,1,105,1338,25254,0,true,list,counting,random,true,50
1,0,112,1125,21054,0,true,list,counting,random,true,50
1,0,91,951,16402,0,true,list,counting,random,true,50
1,1,129,1397,27264,0,true,list,counting,random,true,50
1,0,8,42,654,0,true,list,counting,random,true,50
1,0,27,239,3841,0,true,list,counting,random,true,50
1,1,110,1346,27448,0,true,list,counting,random,true,50
1,1,195,2168,43817,1,true,list,counting,random,false,50
1,2,199,2209,44672,1,true,list,counting,random,false,50
1,1,178,2132,42858,1,true,list,counting,random,false,50
1,1,150,1829,36876,1,true,list,counting,random,false,50
1,1,117,1342,26146,0,true,list,counting,random,false,50
1,1,185,2099,43496,1,true,list,counting,random,false,50
1,1,211,1721,36496,1,true,list,counting,random,false,50
1,1,184,2128,43910,1,true,list,counting,random,false,50
1,2,221,2530,55769,1,true,list,counting,random,false,50
1,2,247,2919,66202,1,true,list,counting,random,false,50
1,0,36,307,4601,0,true,list,counting,random,true,75
1,0,35,425,6293,0,true,list,counting,random,true,75
1,7,511,7156,177446,2,true,list,counting,random,true,75
1,2,188,2772,52966,1,true,list,counting,random,true,75
1,5,407,5118,117989,2,true,list,counting,random,true,75
1,4,370,4472,95211,1,true,list,counting,random,true,75
1,3,331,4134,87029,1,true,list,counting,random,true,75
1,11,753,9830,288241,2,true,list,counting,random,true,75
1,0,29,199,3132,0,true,list,counting,random,true,75
1,9,586,8363,222641,2,true,list,counting,random,true,75
1,60,1967,29437,1771448,3,true,list,counting,random,false,75
1,62,2233,30135,1874376,4,true,list,counting,random,false,75
1,78,2423,34665,2339105,4,true,list,counting,random,false,75
1,133,3412,48236,4055532,4,true,list,counting,random,false,75
1,114,3069,45598,3489006,4,true,list,counting,random,false,75
1,26,1373,18013,739713,3,true,list,counting,random,false,75
1,64,2051,30259,1876192,3,true,list,counting,random,false,75
1,64,2128,30501,1931123,4,true,list,counting,random,false,75
1,29,1429,19577,809128,3,true,list,counting,random,false,75
1,32,1568,21138,941614,3,true,list,counting,random,false,75
2,171,4041,63366,5135716,4,true,list,counting,random,true,100
2,1117,10483,172939,34870008,5,true,list,counting,random,true,100
2,33,1617,23949,934463,3,true,list,counting,random,true,100
2,0,90,1210,19548,0,true,list,counting,random,true,100
2,174,4127,64666,5192696,4,true,list,counting,random,true,100
2,300,5274,85265,9119917,4,true,list,counting,random,true,100
2,936,9852,155686,28901284,5,true,list,counting,random,true,100
2,27,1339,21345,753885,3,true,list,counting,random,true,100
2,43,1772,28008,1250851,3,true,list,counting,random,true,100
2,6,431,6485,140471,2,true,list,counting,random,true,100
2,1189,10908,174348,36750500,5,true,list,counting,random,false,100
2,893,9574,158283,27653789,5,true,list,counting,random,false,100
2,1813,13483,209494,56367176,5,true,list,counting,random,false,100
2,415,6599,99887,12711920,5,true,list,counting,random,false,100
2,445,6936,105448,13579445,5,true,list,counting,random,false,100
2,2463,15180,251665,77185538,6,true,list,counting,random,false,100
2,1826,13174,215411,57111906,5,true,list,counting,random,false,100
2,1758,13088,210603,54924041,5,true,list,counting,random,false,100
2,1055,10217,169368,32588558,5,true,list,counting,random,false,100
2,1434,11696,190507,44749063,5,true,list,counting,random,false,100
2,9901,29088,542801,264169554,6,true,list,counting,random,true,125
2,188,4084,76075,5590163,4,true,list,counting,random,true,125
2,6,431,6849,136884,1,true,list,counting,random,true,125
2,19,979,16907,479948,2,true,list,counting,random,true,125
2,53724,58221,1056965,942240450,7,true,list,counting,random,true,125
2,6099,25366,460507,184358931,6,true,list,counting,random,true,125
2,24,1161,20035,630438,3,true,list,counting,random,true,125
2,3517,20194,358272,110071619,6,true,list,counting,random,true,125
2,2937,17819,313300,90087484,6,true,list,counting,random,true,125
2,9399,29775,537364,254947653,6,true,list,counting,random,true,125
