value,?1,counter,?2,?3,ratio,?5,cdcl,adjacency,clause,decision,sat
361601747,,instructions:u,76774865,100.00,,,true,set,watched_literals,trivial,true
137503791,,L1-dcache-loads:u,76774865,100.00,,,true,set,watched_literals,trivial,true
7287274,,L1-dcache-load-misses:u,76774865,100.00,5.30,of all L1-dcache accesses,true,set,watched_literals,trivial,true
90583516,,branches:u,76774865,100.00,,,true,set,watched_literals,trivial,true
4445025,,branch-misses:u,76774865,100.00,4.91,of all branches,true,set,watched_literals,trivial,true
755,,page-faults:u,76770481,100.00,,,true,set,watched_literals,trivial,true
667671541,,instructions:u,150613439,100.00,,,true,set,watched_literals,trivial,true
259058217,,L1-dcache-loads:u,150613439,100.00,,,true,set,watched_literals,trivial,true
14859876,,L1-dcache-load-misses:u,150613439,100.00,5.74,of all L1-dcache accesses,true,set,watched_literals,trivial,true
170240928,,branches:u,150613439,100.00,,,true,set,watched_literals,trivial,true
8977444,,branch-misses:u,150613439,100.00,5.27,of all branches,true,set,watched_literals,trivial,true
757,,page-faults:u,150597223,100.00,,,true,set,watched_literals,trivial,true
66311542,,instructions:u,11735584,100.00,,,true,set,watched_literals,trivial,true
22770200,,L1-dcache-loads:u,11735584,100.00,,,true,set,watched_literals,trivial,true
862233,,L1-dcache-load-misses:u,11735584,100.00,3.79,of all L1-dcache accesses,true,set,watched_literals,trivial,true
15256627,,branches:u,11735584,100.00,,,true,set,watched_literals,trivial,true
470042,,branch-misses:u,11735584,100.00,3.08,of all branches,true,set,watched_literals,trivial,true
755,,page-faults:u,11731065,100.00,,,true,set,watched_literals,trivial,true
260882407,,instructions:u,54147559,100.00,,,true,set,watched_literals,trivial,true
98573394,,L1-dcache-loads:u,54147559,100.00,,,true,set,watched_literals,trivial,true
4840842,,L1-dcache-load-misses:u,54147559,100.00,4.91,of all L1-dcache accesses,true,set,watched_literals,trivial,true
65733904,,branches:u,54147559,100.00,,,true,set,watched_literals,trivial,true
3075028,,branch-misses:u,54147559,100.00,4.68,of all branches,true,set,watched_literals,trivial,true
753,,page-faults:u,54143515,100.00,,,true,set,watched_literals,trivial,true
55970599,,instructions:u,9732061,100.00,,,true,set,watched_literals,trivial,true
18846027,,L1-dcache-loads:u,9732061,100.00,,,true,set,watched_literals,trivial,true
677437,,L1-dcache-load-misses:u,9732061,100.00,3.59,of all L1-dcache accesses,true,set,watched_literals,trivial,true
12639406,,branches:u,9732061,100.00,,,true,set,watched_literals,trivial,true
352251,,branch-misses:u,9732061,100.00,2.79,of all branches,true,set,watched_literals,trivial,true
755,,page-faults:u,9726984,100.00,,,true,set,watched_literals,trivial,true
741215950,,instructions:u,170520750,100.00,,,true,set,watched_literals,trivial,false
287814197,,L1-dcache-loads:u,170520750,100.00,,,true,set,watched_literals,trivial,false
16818865,,L1-dcache-load-misses:u,170520750,100.00,5.84,of all L1-dcache accesses,true,set,watched_literals,trivial,false
189138431,,branches:u,170520750,100.00,,,true,set,watched_literals,trivial,false
10398813,,branch-misses:u,170520750,100.00,5.50,of all branches,true,set,watched_literals,trivial,false
759,,page-faults:u,170514751,100.00,,,true,set,watched_literals,trivial,false
939220505,,instructions:u,221368062,100.00,,,true,set,watched_literals,trivial,false
366199959,,L1-dcache-loads:u,221368062,100.00,,,true,set,watched_literals,trivial,false
22057754,,L1-dcache-load-misses:u,221368062,100.00,6.02,of all L1-dcache accesses,true,set,watched_literals,trivial,false
240663781,,branches:u,221368062,100.00,,,true,set,watched_literals,trivial,false
13650339,,branch-misses:u,221368062,100.00,5.67,of all branches,true,set,watched_literals,trivial,false
795,,page-faults:u,221366972,100.00,,,true,set,watched_literals,trivial,false
633338665,,instructions:u,144214116,100.00,,,true,set,watched_literals,trivial,false
244579180,,L1-dcache-loads:u,144214116,100.00,,,true,set,watched_literals,trivial,false
13983010,,L1-dcache-load-misses:u,144214116,100.00,5.72,of all L1-dcache accesses,true,set,watched_literals,trivial,false
161110633,,branches:u,144214116,100.00,,,true,set,watched_literals,trivial,false
8753956,,branch-misses:u,144214116,100.00,5.43,of all branches,true,set,watched_literals,trivial,false
756,,page-faults:u,144213364,100.00,,,true,set,watched_literals,trivial,false
210439622,,instructions:u,42512376,100.00,,,true,set,watched_literals,trivial,false
78097043,,L1-dcache-loads:u,42512376,100.00,,,true,set,watched_literals,trivial,false
3729418,,L1-dcache-load-misses:u,42512376,100.00,4.78,of all L1-dcache accesses,true,set,watched_literals,trivial,false
51833493,,branches:u,42512376,100.00,,,true,set,watched_literals,trivial,false
2355462,,branch-misses:u,42512376,100.00,4.54,of all branches,true,set,watched_literals,trivial,false
755,,page-faults:u,42506731,100.00,,,true,set,watched_literals,trivial,false
447536398,,instructions:u,97729530,100.00,,,true,set,watched_literals,trivial,false
170924082,,L1-dcache-loads:u,97729530,100.00,,,true,set,watched_literals,trivial,false
9172187,,L1-dcache-load-misses:u,97729530,100.00,5.37,of all L1-dcache accesses,true,set,watched_literals,trivial,false
113018558,,branches:u,97729530,100.00,,,true,set,watched_literals,trivial,false
5868477,,branch-misses:u,97729530,100.00,5.19,of all branches,true,set,watched_literals,trivial,false
757,,page-faults:u,97725065,100.00,,,true,set,watched_literals,trivial,false
877434373,,instructions:u,202937043,100.00,,,true,set,watched_literals,random,true
338796068,,L1-dcache-loads:u,202937043,100.00,,,true,set,watched_literals,random,true
20183587,,L1-dcache-load-misses:u,202937043,100.00,5.96,of all L1-dcache accesses,true,set,watched_literals,random,true
224697656,,branches:u,202937043,100.00,,,true,set,watched_literals,random,true
12595980,,branch-misses:u,202937043,100.00,5.61,of all branches,true,set,watched_literals,random,true
1029,,page-faults:u,202932372,100.00,,,true,set,watched_literals,random,true
738317996,,instructions:u,168810282,100.00,,,true,set,watched_literals,random,true
284076416,,L1-dcache-loads:u,168810282,100.00,,,true,set,watched_literals,random,true
16480764,,L1-dcache-load-misses:u,168810282,100.00,5.80,of all L1-dcache accesses,true,set,watched_literals,random,true
189458068,,branches:u,168810282,100.00,,,true,set,watched_literals,random,true
10531046,,branch-misses:u,168810282,100.00,5.56,of all branches,true,set,watched_literals,random,true
1019,,page-faults:u,168807509,100.00,,,true,set,watched_literals,random,true
236956583,,instructions:u,48413647,100.00,,,true,set,watched_literals,random,true
88759475,,L1-dcache-loads:u,48413647,100.00,,,true,set,watched_literals,random,true
4344236,,L1-dcache-load-misses:u,48413647,100.00,4.89,of all L1-dcache accesses,true,set,watched_literals,random,true
59345340,,branches:u,48413647,100.00,,,true,set,watched_literals,random,true
2872896,,branch-misses:u,48413647,100.00,4.84,of all branches,true,set,watched_literals,random,true
757,,page-faults:u,48412591,100.00,,,true,set,watched_literals,random,true
31295649,,instructions:u,4993904,100.00,,,true,set,watched_literals,random,true
9475776,,L1-dcache-loads:u,4993904,100.00,,,true,set,watched_literals,random,true
278396,,L1-dcache-load-misses:u,4993904,100.00,2.94,of all L1-dcache accesses,true,set,watched_literals,random,true
6426306,,branches:u,4993904,100.00,,,true,set,watched_literals,random,true
98108,,branch-misses:u,4993904,100.00,1.53,of all branches,true,set,watched_literals,random,true
755,,page-faults:u,4992261,100.00,,,true,set,watched_literals,random,true
124125472,,instructions:u,24383620,100.00,,,true,set,watched_literals,random,true
45012485,,L1-dcache-loads:u,24383620,100.00,,,true,set,watched_literals,random,true
1978031,,L1-dcache-load-misses:u,24383620,100.00,4.39,of all L1-dcache accesses,true,set,watched_literals,random,true
30090886,,branches:u,24383620,100.00,,,true,set,watched_literals,random,true
1232561,,branch-misses:u,24383620,100.00,4.10,of all branches,true,set,watched_literals,random,true
757,,page-faults:u,24379579,100.00,,,true,set,watched_literals,random,true
1271168282,,instructions:u,303641642,100.00,,,true,set,watched_literals,random,false
493444299,,L1-dcache-loads:u,303641642,100.00,,,true,set,watched_literals,random,false
31080267,,L1-dcache-load-misses:u,303641642,100.00,6.30,of all L1-dcache accesses,true,set,watched_literals,random,false
328561513,,branches:u,303641642,100.00,,,true,set,watched_literals,random,false
19111037,,branch-misses:u,303641642,100.00,5.82,of all branches,true,set,watched_literals,random,false
1141,,page-faults:u,303637569,100.00,,,true,set,watched_literals,random,false
2382456888,,instructions:u,589901391,100.00,,,true,set,watched_literals,random,false
931378968,,L1-dcache-loads:u,589901391,100.00,,,true,set,watched_literals,random,false
60533750,,L1-dcache-load-misses:u,589901391,100.00,6.50,of all L1-dcache accesses,true,set,watched_literals,random,false
620246455,,branches:u,589901391,100.00,,,true,set,watched_literals,random,false
37244915,,branch-misses:u,589901391,100.00,6.00,of all branches,true,set,watched_literals,random,false
1582,,page-faults:u,589893132,100.00,,,true,set,watched_literals,random,false
1151774460,,instructions:u,275799544,100.00,,,true,set,watched_literals,random,false
445969300,,L1-dcache-loads:u,275799544,100.00,,,true,set,watched_literals,random,false
27710457,,L1-dcache-load-misses:u,275799544,100.00,6.21,of all L1-dcache accesses,true,set,watched_literals,random,false
296961414,,branches:u,275799544,100.00,,,true,set,watched_literals,random,false
17273398,,branch-misses:u,275799544,100.00,5.82,of all branches,true,set,watched_literals,random,false
1109,,page-faults:u,275784866,100.00,,,true,set,watched_literals,random,false
264905124,,instructions:u,55143787,100.00,,,true,set,watched_literals,random,false
99256037,,L1-dcache-loads:u,55143787,100.00,,,true,set,watched_literals,random,false
5027289,,L1-dcache-load-misses:u,55143787,100.00,5.06,of all L1-dcache accesses,true,set,watched_literals,random,false
66168747,,branches:u,55143787,100.00,,,true,set,watched_literals,random,false
3325918,,branch-misses:u,55143787,100.00,5.03,of all branches,true,set,watched_literals,random,false
759,,page-faults:u,55143013,100.00,,,true,set,watched_literals,random,false
613433871,,instructions:u,138607281,100.00,,,true,set,watched_literals,random,false
234744440,,L1-dcache-loads:u,138607281,100.00,,,true,set,watched_literals,random,false
13381225,,L1-dcache-load-misses:u,138607281,100.00,5.70,of all L1-dcache accesses,true,set,watched_literals,random,false
156521109,,branches:u,138607281,100.00,,,true,set,watched_literals,random,false
8643107,,branch-misses:u,138607281,100.00,5.52,of all branches,true,set,watched_literals,random,false
873,,page-faults:u,138587282,100.00,,,true,set,watched_literals,random,false
58641097,,instructions:u,10116503,100.00,,,true,set,watched_literals,JW_static,true
20341010,,L1-dcache-loads:u,10116503,100.00,,,true,set,watched_literals,JW_static,true
694128,,L1-dcache-load-misses:u,10116503,100.00,3.41,of all L1-dcache accesses,true,set,watched_literals,JW_static,true
13130172,,branches:u,10116503,100.00,,,true,set,watched_literals,JW_static,true
394367,,branch-misses:u,10116503,100.00,3.00,of all branches,true,set,watched_literals,JW_static,true
761,,page-faults:u,10115230,100.00,,,true,set,watched_literals,JW_static,true
49851038,,instructions:u,8547056,100.00,,,true,set,watched_literals,JW_static,true
16842617,,L1-dcache-loads:u,8547056,100.00,,,true,set,watched_literals,JW_static,true
552118,,L1-dcache-load-misses:u,8547056,100.00,3.28,of all L1-dcache accesses,true,set,watched_literals,JW_static,true
10970468,,branches:u,8547056,100.00,,,true,set,watched_literals,JW_static,true
293594,,branch-misses:u,8547056,100.00,2.68,of all branches,true,set,watched_literals,JW_static,true
761,,page-faults:u,8543814,100.00,,,true,set,watched_literals,JW_static,true
43940918,,instructions:u,7531008,100.00,,,true,set,watched_literals,JW_static,true
14517210,,L1-dcache-loads:u,7531008,100.00,,,true,set,watched_literals,JW_static,true
468499,,L1-dcache-load-misses:u,7531008,100.00,3.23,of all L1-dcache accesses,true,set,watched_literals,JW_static,true
9510384,,branches:u,7531008,100.00,,,true,set,watched_literals,JW_static,true
225196,,branch-misses:u,7531008,100.00,2.37,of all branches,true,set,watched_literals,JW_static,true
756,,page-faults:u,7527813,100.00,,,true,set,watched_literals,JW_static,true
33232385,,instructions:u,5494565,100.00,,,true,set,watched_literals,JW_static,true
10269883,,L1-dcache-loads:u,5494565,100.00,,,true,set,watched_literals,JW_static,true
302653,,L1-dcache-load-misses:u,5494565,100.00,2.95,of all L1-dcache accesses,true,set,watched_literals,JW_static,true
6867113,,branches:u,5494565,100.00,,,true,set,watched_literals,JW_static,true
113269,,branch-misses:u,5494565,100.00,1.65,of all branches,true,set,watched_literals,JW_static,true
763,,page-faults:u,5493291,100.00,,,true,set,watched_literals,JW_static,true
46869639,,instructions:u,8130276,100.00,,,true,set,watched_literals,JW_static,true
15681730,,L1-dcache-loads:u,8130276,100.00,,,true,set,watched_literals,JW_static,true
508172,,L1-dcache-load-misses:u,8130276,100.00,3.24,of all L1-dcache accesses,true,set,watched_literals,JW_static,true
10229587,,branches:u,8130276,100.00,,,true,set,watched_literals,JW_static,true
259242,,branch-misses:u,8130276,100.00,2.53,of all branches,true,set,watched_literals,JW_static,true
759,,page-faults:u,8129337,100.00,,,true,set,watched_literals,JW_static,true
99978561,,instructions:u,18891404,100.00,,,true,set,watched_literals,JW_static,false
36066111,,L1-dcache-loads:u,18891404,100.00,,,true,set,watched_literals,JW_static,false
1484830,,L1-dcache-load-misses:u,18891404,100.00,4.12,of all L1-dcache accesses,true,set,watched_literals,JW_static,false
23779639,,branches:u,18891404,100.00,,,true,set,watched_literals,JW_static,false
897584,,branch-misses:u,18891404,100.00,3.77,of all branches,true,set,watched_literals,JW_static,false
757,,page-faults:u,18888191,100.00,,,true,set,watched_literals,JW_static,false
184512112,,instructions:u,37193801,100.00,,,true,set,watched_literals,JW_static,false
69379013,,L1-dcache-loads:u,37193801,100.00,,,true,set,watched_literals,JW_static,false
3238532,,L1-dcache-load-misses:u,37193801,100.00,4.67,of all L1-dcache accesses,true,set,watched_literals,JW_static,false
45282890,,branches:u,37193801,100.00,,,true,set,watched_literals,JW_static,false
2032706,,branch-misses:u,37193801,100.00,4.49,of all branches,true,set,watched_literals,JW_static,false
764,,page-faults:u,37189060,100.00,,,true,set,watched_literals,JW_static,false
72928380,,instructions:u,12825823,100.00,,,true,set,watched_literals,JW_static,false
25537568,,L1-dcache-loads:u,12825823,100.00,,,true,set,watched_literals,JW_static,false
969067,,L1-dcache-load-misses:u,12825823,100.00,3.79,of all L1-dcache accesses,true,set,watched_literals,JW_static,false
16873952,,branches:u,12825823,100.00,,,true,set,watched_literals,JW_static,false
559902,,branch-misses:u,12825823,100.00,3.32,of all branches,true,set,watched_literals,JW_static,false
760,,page-faults:u,12822667,100.00,,,true,set,watched_literals,JW_static,false
94534403,,instructions:u,17326267,100.00,,,true,set,watched_literals,JW_static,false
34013809,,L1-dcache-loads:u,17326267,100.00,,,true,set,watched_literals,JW_static,false
1364850,,L1-dcache-load-misses:u,17326267,100.00,4.01,of all L1-dcache accesses,true,set,watched_literals,JW_static,false
22339437,,branches:u,17326267,100.00,,,true,set,watched_literals,JW_static,false
828757,,branch-misses:u,17326267,100.00,3.71,of all branches,true,set,watched_literals,JW_static,false
758,,page-faults:u,17323402,100.00,,,true,set,watched_literals,JW_static,false
55020062,,instructions:u,9804257,100.00,,,true,set,watched_literals,JW_static,false
18625426,,L1-dcache-loads:u,9804257,100.00,,,true,set,watched_literals,JW_static,false
659930,,L1-dcache-load-misses:u,9804257,100.00,3.54,of all L1-dcache accesses,true,set,watched_literals,JW_static,false
12360679,,branches:u,9804257,100.00,,,true,set,watched_literals,JW_static,false
351570,,branch-misses:u,9804257,100.00,2.84,of all branches,true,set,watched_literals,JW_static,false
766,,page-faults:u,9801383,100.00,,,true,set,watched_literals,JW_static,false
121831751,,instructions:u,21472371,100.00,,,true,set,watched_literals,VSIDS,true
41456964,,L1-dcache-loads:u,21472371,100.00,,,true,set,watched_literals,VSIDS,true
1409350,,L1-dcache-load-misses:u,21472371,100.00,3.40,of all L1-dcache accesses,true,set,watched_literals,VSIDS,true
27562654,,branches:u,21472371,100.00,,,true,set,watched_literals,VSIDS,true
847734,,branch-misses:u,21472371,100.00,3.08,of all branches,true,set,watched_literals,VSIDS,true
751,,page-faults:u,21469213,100.00,,,true,set,watched_literals,VSIDS,true
236219933,,instructions:u,43654151,100.00,,,true,set,watched_literals,VSIDS,true
82772477,,L1-dcache-loads:u,43654151,100.00,,,true,set,watched_literals,VSIDS,true
3099073,,L1-dcache-load-misses:u,43654151,100.00,3.74,of all L1-dcache accesses,true,set,watched_literals,VSIDS,true
54764849,,branches:u,43654151,100.00,,,true,set,watched_literals,VSIDS,true
1971193,,branch-misses:u,43654151,100.00,3.60,of all branches,true,set,watched_literals,VSIDS,true
875,,page-faults:u,43649977,100.00,,,true,set,watched_literals,VSIDS,true
83524684,,instructions:u,15232445,100.00,,,true,set,watched_literals,VSIDS,true
28424621,,L1-dcache-loads:u,15232445,100.00,,,true,set,watched_literals,VSIDS,true
1020968,,L1-dcache-load-misses:u,15232445,100.00,3.59,of all L1-dcache accesses,true,set,watched_literals,VSIDS,true
18952737,,branches:u,15232445,100.00,,,true,set,watched_literals,VSIDS,true
570765,,branch-misses:u,15232445,100.00,3.01,of all branches,true,set,watched_literals,VSIDS,true
763,,page-faults:u,15227899,100.00,,,true,set,watched_literals,VSIDS,true
42675245,,instructions:u,7141383,100.00,,,true,set,watched_literals,VSIDS,true
13480513,,L1-dcache-loads:u,7141383,100.00,,,true,set,watched_literals,VSIDS,true
417817,,L1-dcache-load-misses:u,7141383,100.00,3.10,of all L1-dcache accesses,true,set,watched_literals,VSIDS,true
9107308,,branches:u,7141383,100.00,,,true,set,watched_literals,VSIDS,true
190844,,branch-misses:u,7141383,100.00,2.10,of all branches,true,set,watched_literals,VSIDS,true
762,,page-faults:u,7139863,100.00,,,true,set,watched_literals,VSIDS,true
102723438,,instructions:u,17860293,100.00,,,true,set,watched_literals,VSIDS,true
34658325,,L1-dcache-loads:u,17860293,100.00,,,true,set,watched_literals,VSIDS,true
1153050,,L1-dcache-load-misses:u,17860293,100.00,3.33,of all L1-dcache accesses,true,set,watched_literals,VSIDS,true
23089880,,branches:u,17860293,100.00,,,true,set,watched_literals,VSIDS,true
676218,,branch-misses:u,17860293,100.00,2.93,of all branches,true,set,watched_literals,VSIDS,true
751,,page-faults:u,17859413,100.00,,,true,set,watched_literals,VSIDS,true
138658720,,instructions:u,27537160,100.00,,,true,set,watched_literals,VSIDS,false
49559866,,L1-dcache-loads:u,27537160,100.00,,,true,set,watched_literals,VSIDS,false
2082759,,L1-dcache-load-misses:u,27537160,100.00,4.20,of all L1-dcache accesses,true,set,watched_literals,VSIDS,false
32932415,,branches:u,27537160,100.00,,,true,set,watched_literals,VSIDS,false
1286254,,branch-misses:u,27537160,100.00,3.91,of all branches,true,set,watched_literals,VSIDS,false
782,,page-faults:u,27532775,100.00,,,true,set,watched_literals,VSIDS,false
233526248,,instructions:u,47439016,100.00,,,true,set,watched_literals,VSIDS,false
85786811,,L1-dcache-loads:u,47439016,100.00,,,true,set,watched_literals,VSIDS,false
3985778,,L1-dcache-load-misses:u,47439016,100.00,4.65,of all L1-dcache accesses,true,set,watched_literals,VSIDS,false
56590392,,branches:u,47439016,100.00,,,true,set,watched_literals,VSIDS,false
2400296,,branch-misses:u,47439016,100.00,4.24,of all branches,true,set,watched_literals,VSIDS,false
967,,page-faults:u,47435878,100.00,,,true,set,watched_literals,VSIDS,false
129207619,,instructions:u,24443620,100.00,,,true,set,watched_literals,VSIDS,false
46075426,,L1-dcache-loads:u,24443620,100.00,,,true,set,watched_literals,VSIDS,false
1923373,,L1-dcache-load-misses:u,24443620,100.00,4.17,of all L1-dcache accesses,true,set,watched_literals,VSIDS,false
30608282,,branches:u,24443620,100.00,,,true,set,watched_literals,VSIDS,false
1173475,,branch-misses:u,24443620,100.00,3.83,of all branches,true,set,watched_literals,VSIDS,false
764,,page-faults:u,24439058,100.00,,,true,set,watched_literals,VSIDS,false
96067575,,instructions:u,17399026,100.00,,,true,set,watched_literals,VSIDS,false
33598422,,L1-dcache-loads:u,17399026,100.00,,,true,set,watched_literals,VSIDS,false
1336553,,L1-dcache-load-misses:u,17399026,100.00,3.98,of all L1-dcache accesses,true,set,watched_literals,VSIDS,false
22422957,,branches:u,17399026,100.00,,,true,set,watched_literals,VSIDS,false
791800,,branch-misses:u,17399026,100.00,3.53,of all branches,true,set,watched_literals,VSIDS,false
756,,page-faults:u,17394468,100.00,,,true,set,watched_literals,VSIDS,false
121711692,,instructions:u,23384663,100.00,,,true,set,watched_literals,VSIDS,false
43379336,,L1-dcache-loads:u,23384663,100.00,,,true,set,watched_literals,VSIDS,false
1803684,,L1-dcache-load-misses:u,23384663,100.00,4.16,of all L1-dcache accesses,true,set,watched_literals,VSIDS,false
28788316,,branches:u,23384663,100.00,,,true,set,watched_literals,VSIDS,false
1091700,,branch-misses:u,23384663,100.00,3.79,of all branches,true,set,watched_literals,VSIDS,false
766,,page-faults:u,23381519,100.00,,,true,set,watched_literals,VSIDS,false
281493281,,instructions:u,57657135,100.00,,,true,set_unordered,basic,trivial,true
110436139,,L1-dcache-loads:u,57657135,100.00,,,true,set_unordered,basic,trivial,true
6857648,,L1-dcache-load-misses:u,57657135,100.00,6.21,of all L1-dcache accesses,true,set_unordered,basic,trivial,true
69994543,,branches:u,57657135,100.00,,,true,set_unordered,basic,trivial,true
2734340,,branch-misses:u,57657135,100.00,3.91,of all branches,true,set_unordered,basic,trivial,true
751,,page-faults:u,57648542,100.00,,,true,set_unordered,basic,trivial,true
1001775820,,instructions:u,225226038,100.00,,,true,set_unordered,basic,trivial,true
408305562,,L1-dcache-loads:u,225226038,100.00,,,true,set_unordered,basic,trivial,true
27573011,,L1-dcache-load-misses:u,225226038,100.00,6.75,of all L1-dcache accesses,true,set_unordered,basic,trivial,true
256622373,,branches:u,225226038,100.00,,,true,set_unordered,basic,trivial,true
11616449,,branch-misses:u,225226038,100.00,4.53,of all branches,true,set_unordered,basic,trivial,true
784,,page-faults:u,225206041,100.00,,,true,set_unordered,basic,trivial,true
657484567,,instructions:u,144048362,100.00,,,true,set_unordered,basic,trivial,true
266451446,,L1-dcache-loads:u,144048362,100.00,,,true,set_unordered,basic,trivial,true
17835394,,L1-dcache-load-misses:u,144048362,100.00,6.69,of all L1-dcache accesses,true,set_unordered,basic,trivial,true
169126626,,branches:u,144048362,100.00,,,true,set_unordered,basic,trivial,true
7490558,,branch-misses:u,144048362,100.00,4.43,of all branches,true,set_unordered,basic,trivial,true
759,,page-faults:u,144041485,100.00,,,true,set_unordered,basic,trivial,true
102196225,,instructions:u,18317692,100.00,,,true,set_unordered,basic,trivial,true
37542291,,L1-dcache-loads:u,18317692,100.00,,,true,set_unordered,basic,trivial,true
1887669,,L1-dcache-load-misses:u,18317692,100.00,5.03,of all L1-dcache accesses,true,set_unordered,basic,trivial,true
24391422,,branches:u,18317692,100.00,,,true,set_unordered,basic,trivial,true
764868,,branch-misses:u,18317692,100.00,3.14,of all branches,true,set_unordered,basic,trivial,true
752,,page-faults:u,18315776,100.00,,,true,set_unordered,basic,trivial,true
76554117,,instructions:u,13639087,100.00,,,true,set_unordered,basic,trivial,true
27304081,,L1-dcache-loads:u,13639087,100.00,,,true,set_unordered,basic,trivial,true
1281379,,L1-dcache-load-misses:u,13639087,100.00,4.69,of all L1-dcache accesses,true,set_unordered,basic,trivial,true
17726623,,branches:u,13639087,100.00,,,true,set_unordered,basic,trivial,true
485118,,branch-misses:u,13639087,100.00,2.74,of all branches,true,set_unordered,basic,trivial,true
755,,page-faults:u,13635612,100.00,,,true,set_unordered,basic,trivial,true
680304771,,instructions:u,148765163,100.00,,,true,set_unordered,basic,trivial,false
273937097,,L1-dcache-loads:u,148765163,100.00,,,true,set_unordered,basic,trivial,false
18012335,,L1-dcache-load-misses:u,148765163,100.00,6.58,of all L1-dcache accesses,true,set_unordered,basic,trivial,false
173564235,,branches:u,148765163,100.00,,,true,set_unordered,basic,trivial,false
7844464,,branch-misses:u,148765163,100.00,4.52,of all branches,true,set_unordered,basic,trivial,false
755,,page-faults:u,148755107,100.00,,,true,set_unordered,basic,trivial,false
2213003196,,instructions:u,516976298,100.00,,,true,set_unordered,basic,trivial,false
913772582,,L1-dcache-loads:u,516976298,100.00,,,true,set_unordered,basic,trivial,false
62375589,,L1-dcache-load-misses:u,516976298,100.00,6.83,of all L1-dcache accesses,true,set_unordered,basic,trivial,false
569367196,,branches:u,516976298,100.00,,,true,set_unordered,basic,trivial,false
27166126,,branch-misses:u,516976298,100.00,4.77,of all branches,true,set_unordered,basic,trivial,false
1046,,page-faults:u,516963749,100.00,,,true,set_unordered,basic,trivial,false
2311558302,,instructions:u,542519290,100.00,,,true,set_unordered,basic,trivial,false
952856250,,L1-dcache-loads:u,542519290,100.00,,,true,set_unordered,basic,trivial,false
66349191,,L1-dcache-load-misses:u,542519290,100.00,6.96,of all L1-dcache accesses,true,set_unordered,basic,trivial,false
592378096,,branches:u,542519290,100.00,,,true,set_unordered,basic,trivial,false
28326463,,branch-misses:u,542519290,100.00,4.78,of all branches,true,set_unordered,basic,trivial,false
1035,,page-faults:u,542511684,100.00,,,true,set_unordered,basic,trivial,false
282831165,,instructions:u,56441468,100.00,,,true,set_unordered,basic,trivial,false
110544915,,L1-dcache-loads:u,56441468,100.00,,,true,set_unordered,basic,trivial,false
6825071,,L1-dcache-load-misses:u,56441468,100.00,6.17,of all L1-dcache accesses,true,set_unordered,basic,trivial,false
69755847,,branches:u,56441468,100.00,,,true,set_unordered,basic,trivial,false
2686950,,branch-misses:u,56441468,100.00,3.85,of all branches,true,set_unordered,basic,trivial,false
752,,page-faults:u,56440426,100.00,,,true,set_unordered,basic,trivial,false
1194944687,,instructions:u,265664837,100.00,,,true,set_unordered,basic,trivial,false
488128420,,L1-dcache-loads:u,265664837,100.00,,,true,set_unordered,basic,trivial,false
32886650,,L1-dcache-load-misses:u,265664837,100.00,6.74,of all L1-dcache accesses,true,set_unordered,basic,trivial,false
304028147,,branches:u,265664837,100.00,,,true,set_unordered,basic,trivial,false
13616548,,branch-misses:u,265664837,100.00,4.48,of all branches,true,set_unordered,basic,trivial,false
844,,page-faults:u,265663764,100.00,,,true,set_unordered,basic,trivial,false
91641964,,instructions:u,16014802,100.00,,,true,set_unordered,basic,random,true
33661334,,L1-dcache-loads:u,16014802,100.00,,,true,set_unordered,basic,random,true
1751710,,L1-dcache-load-misses:u,16014802,100.00,5.20,of all L1-dcache accesses,true,set_unordered,basic,random,true
21595516,,branches:u,16014802,100.00,,,true,set_unordered,basic,random,true
655910,,branch-misses:u,16014802,100.00,3.04,of all branches,true,set_unordered,basic,random,true
749,,page-faults:u,16012105,100.00,,,true,set_unordered,basic,random,true
3257224842,,instructions:u,761329658,100.00,,,true,set_unordered,basic,random,true
1350840007,,L1-dcache-loads:u,761329658,100.00,,,true,set_unordered,basic,random,true
97076077,,L1-dcache-load-misses:u,761329658,100.00,7.19,of all L1-dcache accesses,true,set_unordered,basic,random,true
849160538,,branches:u,761329658,100.00,,,true,set_unordered,basic,random,true
40198960,,branch-misses:u,761329658,100.00,4.73,of all branches,true,set_unordered,basic,random,true
1339,,page-faults:u,761319740,100.00,,,true,set_unordered,basic,random,true
62306453,,instructions:u,10460277,100.00,,,true,set_unordered,basic,random,true
21803000,,L1-dcache-loads:u,10460277,100.00,,,true,set_unordered,basic,random,true
1014198,,L1-dcache-load-misses:u,10460277,100.00,4.65,of all L1-dcache accesses,true,set_unordered,basic,random,true
14169913,,branches:u,10460277,100.00,,,true,set_unordered,basic,random,true
364943,,branch-misses:u,10460277,100.00,2.58,of all branches,true,set_unordered,basic,random,true
762,,page-faults:u,10456998,100.00,,,true,set_unordered,basic,random,true
31289566,,instructions:u,4962435,100.00,,,true,set_unordered,basic,random,true
9482281,,L1-dcache-loads:u,4962435,100.00,,,true,set_unordered,basic,random,true
292006,,L1-dcache-load-misses:u,4962435,100.00,3.08,of all L1-dcache accesses,true,set_unordered,basic,random,true
6394025,,branches:u,4962435,100.00,,,true,set_unordered,basic,random,true
84217,,branch-misses:u,4962435,100.00,1.32,of all branches,true,set_unordered,basic,random,true
756,,page-faults:u,4961257,100.00,,,true,set_unordered,basic,random,true
