value,?1,counter,?2,?3,ratio,?5,cdcl,adjacency,clause,decision,sat
148097020,,instructions:u,29095972,100.00,,,true,list,basic,trivial,true
56456374,,L1-dcache-loads:u,29095972,100.00,,,true,list,basic,trivial,true
2135568,,L1-dcache-load-misses:u,29095972,100.00,3.78,of all L1-dcache accesses,true,list,basic,trivial,true
36262274,,branches:u,29095972,100.00,,,true,list,basic,trivial,true
1218565,,branch-misses:u,29095972,100.00,3.36,of all branches,true,list,basic,trivial,true
744,,page-faults:u,29090966,100.00,,,true,list,basic,trivial,true
575468868,,instructions:u,121046665,100.00,,,true,list,basic,trivial,true
231604478,,L1-dcache-loads:u,121046665,100.00,,,true,list,basic,trivial,true
14488512,,L1-dcache-load-misses:u,121046665,100.00,6.26,of all L1-dcache accesses,true,list,basic,trivial,true
146059925,,branches:u,121046665,100.00,,,true,list,basic,trivial,true
6047802,,branch-misses:u,121046665,100.00,4.14,of all branches,true,list,basic,trivial,true
758,,page-faults:u,121042817,100.00,,,true,list,basic,trivial,true
1177189320,,instructions:u,256942262,100.00,,,true,list,basic,trivial,true
482222495,,L1-dcache-loads:u,256942262,100.00,,,true,list,basic,trivial,true
31864669,,L1-dcache-load-misses:u,256942262,100.00,6.61,of all L1-dcache accesses,true,list,basic,trivial,true
301339554,,branches:u,256942262,100.00,,,true,list,basic,trivial,true
12931173,,branch-misses:u,256942262,100.00,4.29,of all branches,true,list,basic,trivial,true
841,,page-faults:u,256939028,100.00,,,true,list,basic,trivial,true
228037012,,instructions:u,43619169,100.00,,,true,list,basic,trivial,true
89030491,,L1-dcache-loads:u,43619169,100.00,,,true,list,basic,trivial,true
4620666,,L1-dcache-load-misses:u,43619169,100.00,5.19,of all L1-dcache accesses,true,list,basic,trivial,true
57565356,,branches:u,43619169,100.00,,,true,list,basic,trivial,true
2033248,,branch-misses:u,43619169,100.00,3.53,of all branches,true,list,basic,trivial,true
758,,page-faults:u,43612478,100.00,,,true,list,basic,trivial,true
116092782,,instructions:u,20769515,100.00,,,true,list,basic,trivial,true
43298337,,L1-dcache-loads:u,20769515,100.00,,,true,list,basic,trivial,true
2115436,,L1-dcache-load-misses:u,20769515,100.00,4.89,of all L1-dcache accesses,true,list,basic,trivial,true
27898152,,branches:u,20769515,100.00,,,true,list,basic,trivial,true
853058,,branch-misses:u,20769515,100.00,3.06,of all branches,true,list,basic,trivial,true
748,,page-faults:u,20763721,100.00,,,true,list,basic,trivial,true
296081221,,instructions:u,57480750,100.00,,,true,list,basic,trivial,false
116480441,,L1-dcache-loads:u,57480750,100.00,,,true,list,basic,trivial,false
6858354,,L1-dcache-load-misses:u,57480750,100.00,5.89,of all L1-dcache accesses,true,list,basic,trivial,false
73402674,,branches:u,57480750,100.00,,,true,list,basic,trivial,false
2725877,,branch-misses:u,57480750,100.00,3.71,of all branches,true,list,basic,trivial,false
752,,page-faults:u,57477929,100.00,,,true,list,basic,trivial,false
1057428703,,instructions:u,228840947,100.00,,,true,list,basic,trivial,false
431734473,,L1-dcache-loads:u,228840947,100.00,,,true,list,basic,trivial,false
28057094,,L1-dcache-load-misses:u,228840947,100.00,6.50,of all L1-dcache accesses,true,list,basic,trivial,false
270451593,,branches:u,228840947,100.00,,,true,list,basic,trivial,false
11563934,,branch-misses:u,228840947,100.00,4.28,of all branches,true,list,basic,trivial,false
809,,page-faults:u,228838045,100.00,,,true,list,basic,trivial,false
943197777,,instructions:u,203398787,100.00,,,true,list,basic,trivial,false
384070738,,L1-dcache-loads:u,203398787,100.00,,,true,list,basic,trivial,false
24835553,,L1-dcache-load-misses:u,203398787,100.00,6.47,of all L1-dcache accesses,true,list,basic,trivial,false
241627473,,branches:u,203398787,100.00,,,true,list,basic,trivial,false
10570378,,branch-misses:u,203398787,100.00,4.37,of all branches,true,list,basic,trivial,false
788,,page-faults:u,203393213,100.00,,,true,list,basic,trivial,false
472282604,,instructions:u,97367828,100.00,,,true,list,basic,trivial,false
189607906,,L1-dcache-loads:u,97367828,100.00,,,true,list,basic,trivial,false
11704547,,L1-dcache-load-misses:u,97367828,100.00,6.17,of all L1-dcache accesses,true,list,basic,trivial,false
119516047,,branches:u,97367828,100.00,,,true,list,basic,trivial,false
4892750,,branch-misses:u,97367828,100.00,4.09,of all branches,true,list,basic,trivial,false
755,,page-faults:u,97364815,100.00,,,true,list,basic,trivial,false
496572199,,instructions:u,103157394,100.00,,,true,list,basic,trivial,false
199057378,,L1-dcache-loads:u,103157394,100.00,,,true,list,basic,trivial,false
12157320,,L1-dcache-load-misses:u,103157394,100.00,6.11,of all L1-dcache accesses,true,list,basic,trivial,false
126950947,,branches:u,103157394,100.00,,,true,list,basic,trivial,false
5436116,,branch-misses:u,103157394,100.00,4.28,of all branches,true,list,basic,trivial,false
751,,page-faults:u,103154179,100.00,,,true,list,basic,trivial,false
57058233,,instructions:u,9557829,100.00,,,true,list,basic,random,true
19765760,,L1-dcache-loads:u,9557829,100.00,,,true,list,basic,random,true
801574,,L1-dcache-load-misses:u,9557829,100.00,4.06,of all L1-dcache accesses,true,list,basic,random,true
12863405,,branches:u,9557829,100.00,,,true,list,basic,random,true
306504,,branch-misses:u,9557829,100.00,2.38,of all branches,true,list,basic,random,true
746,,page-faults:u,9544173,100.00,,,true,list,basic,random,true
175299308,,instructions:u,32990619,100.00,,,true,list,basic,random,true
67941766,,L1-dcache-loads:u,32990619,100.00,,,true,list,basic,random,true
3734017,,L1-dcache-load-misses:u,32990619,100.00,5.50,of all L1-dcache accesses,true,list,basic,random,true
43114562,,branches:u,32990619,100.00,,,true,list,basic,random,true
1510275,,branch-misses:u,32990619,100.00,3.50,of all branches,true,list,basic,random,true
751,,page-faults:u,32981491,100.00,,,true,list,basic,random,true
89704583,,instructions:u,16093575,100.00,,,true,list,basic,random,true
33075583,,L1-dcache-loads:u,16093575,100.00,,,true,list,basic,random,true
1552692,,L1-dcache-load-misses:u,16093575,100.00,4.69,of all L1-dcache accesses,true,list,basic,random,true
21403435,,branches:u,16093575,100.00,,,true,list,basic,random,true
650501,,branch-misses:u,16093575,100.00,3.04,of all branches,true,list,basic,random,true
756,,page-faults:u,16090665,100.00,,,true,list,basic,random,true
35271057,,instructions:u,5729949,100.00,,,true,list,basic,random,true
11072248,,L1-dcache-loads:u,5729949,100.00,,,true,list,basic,random,true
344982,,L1-dcache-load-misses:u,5729949,100.00,3.12,of all L1-dcache accesses,true,list,basic,random,true
7397632,,branches:u,5729949,100.00,,,true,list,basic,random,true
115450,,branch-misses:u,5729949,100.00,1.56,of all branches,true,list,basic,random,true
749,,page-faults:u,5728910,100.00,,,true,list,basic,random,true
121677741,,instructions:u,22407264,100.00,,,true,list,basic,random,true
46127111,,L1-dcache-loads:u,22407264,100.00,,,true,list,basic,random,true
2327347,,L1-dcache-load-misses:u,22407264,100.00,5.05,of all L1-dcache accesses,true,list,basic,random,true
29647775,,branches:u,22407264,100.00,,,true,list,basic,random,true
966591,,branch-misses:u,22407264,100.00,3.26,of all branches,true,list,basic,random,true
752,,page-faults:u,22401276,100.00,,,true,list,basic,random,true
2696627836,,instructions:u,600922952,100.00,,,true,list,basic,random,false
1114914285,,L1-dcache-loads:u,600922952,100.00,,,true,list,basic,random,false
77719913,,L1-dcache-load-misses:u,600922952,100.00,6.97,of all L1-dcache accesses,true,list,basic,random,false
700500209,,branches:u,600922952,100.00,,,true,list,basic,random,false
31396808,,branch-misses:u,600922952,100.00,4.48,of all branches,true,list,basic,random,false
1315,,page-faults:u,600909103,100.00,,,true,list,basic,random,false
5700973802,,instructions:u,1304494218,100.00,,,true,list,basic,random,false
2372934829,,L1-dcache-loads:u,1304494218,100.00,,,true,list,basic,random,false
165221558,,L1-dcache-load-misses:u,1304494218,100.00,6.96,of all L1-dcache accesses,true,list,basic,random,false
1487704811,,branches:u,1304494218,100.00,,,true,list,basic,random,false
68665142,,branch-misses:u,1304494218,100.00,4.62,of all branches,true,list,basic,random,false
1869,,page-faults:u,1304493529,100.00,,,true,list,basic,random,false
1478633734,,instructions:u,327668111,100.00,,,true,list,basic,random,false
608534157,,L1-dcache-loads:u,327668111,100.00,,,true,list,basic,random,false
41445006,,L1-dcache-load-misses:u,327668111,100.00,6.81,of all L1-dcache accesses,true,list,basic,random,false
382201810,,branches:u,327668111,100.00,,,true,list,basic,random,false
17330386,,branch-misses:u,327668111,100.00,4.53,of all branches,true,list,basic,random,false
1127,,page-faults:u,327678854,100.00,,,true,list,basic,random,false
481947038,,instructions:u,100660870,100.00,,,true,list,basic,random,false
194387977,,L1-dcache-loads:u,100660870,100.00,,,true,list,basic,random,false
12303785,,L1-dcache-load-misses:u,100660870,100.00,6.33,of all L1-dcache accesses,true,list,basic,random,false
122609579,,branches:u,100660870,100.00,,,true,list,basic,random,false
5110048,,branch-misses:u,100660870,100.00,4.17,of all branches,true,list,basic,random,false
829,,page-faults:u,100647360,100.00,,,true,list,basic,random,false
1147087135,,instructions:u,247409696,100.00,,,true,list,basic,random,false
469944964,,L1-dcache-loads:u,247409696,100.00,,,true,list,basic,random,false
23284082,,L1-dcache-load-misses:u,247409696,100.00,4.95,of all L1-dcache accesses,true,list,basic,random,false
296300304,,branches:u,247409696,100.00,,,true,list,basic,random,false
13256278,,branch-misses:u,247409696,100.00,4.47,of all branches,true,list,basic,random,false
898,,page-faults:u,247399886,100.00,,,true,list,basic,random,false
61099618,,instructions:u,10131079,100.00,,,true,list,basic,JW_static,true
21687043,,L1-dcache-loads:u,10131079,100.00,,,true,list,basic,JW_static,true
833586,,L1-dcache-load-misses:u,10131079,100.00,3.84,of all L1-dcache accesses,true,list,basic,JW_static,true
13653053,,branches:u,10131079,100.00,,,true,list,basic,JW_static,true
343112,,branch-misses:u,10131079,100.00,2.51,of all branches,true,list,basic,JW_static,true
752,,page-faults:u,10127085,100.00,,,true,list,basic,JW_static,true
50141075,,instructions:u,8148896,100.00,,,true,list,basic,JW_static,true
17180737,,L1-dcache-loads:u,8148896,100.00,,,true,list,basic,JW_static,true
609119,,L1-dcache-load-misses:u,8148896,100.00,3.55,of all L1-dcache accesses,true,list,basic,JW_static,true
10994133,,branches:u,8148896,100.00,,,true,list,basic,JW_static,true
244599,,branch-misses:u,8148896,100.00,2.22,of all branches,true,list,basic,JW_static,true
759,,page-faults:u,8147754,100.00,,,true,list,basic,JW_static,true
42286600,,instructions:u,7062404,100.00,,,true,list,basic,JW_static,true
14000979,,L1-dcache-loads:u,7062404,100.00,,,true,list,basic,JW_static,true
474042,,L1-dcache-load-misses:u,7062404,100.00,3.39,of all L1-dcache accesses,true,list,basic,JW_static,true
9063106,,branches:u,7062404,100.00,,,true,list,basic,JW_static,true
171490,,branch-misses:u,7062404,100.00,1.89,of all branches,true,list,basic,JW_static,true
758,,page-faults:u,7057514,100.00,,,true,list,basic,JW_static,true
33982689,,instructions:u,5487951,100.00,,,true,list,basic,JW_static,true
10608791,,L1-dcache-loads:u,5487951,100.00,,,true,list,basic,JW_static,true
312604,,L1-dcache-load-misses:u,5487951,100.00,2.95,of all L1-dcache accesses,true,list,basic,JW_static,true
7030597,,branches:u,5487951,100.00,,,true,list,basic,JW_static,true
104552,,branch-misses:u,5487951,100.00,1.49,of all branches,true,list,basic,JW_static,true
755,,page-faults:u,5485284,100.00,,,true,list,basic,JW_static,true
49399246,,instructions:u,8344258,100.00,,,true,list,basic,JW_static,true
16924878,,L1-dcache-loads:u,8344258,100.00,,,true,list,basic,JW_static,true
602206,,L1-dcache-load-misses:u,8344258,100.00,3.56,of all L1-dcache accesses,true,list,basic,JW_static,true
10820973,,branches:u,8344258,100.00,,,true,list,basic,JW_static,true
233749,,branch-misses:u,8344258,100.00,2.16,of all branches,true,list,basic,JW_static,true
752,,page-faults:u,8342765,100.00,,,true,list,basic,JW_static,true
120343753,,instructions:u,22235263,100.00,,,true,list,basic,JW_static,false
45554314,,L1-dcache-loads:u,22235263,100.00,,,true,list,basic,JW_static,false
2223336,,L1-dcache-load-misses:u,22235263,100.00,4.88,of all L1-dcache accesses,true,list,basic,JW_static,false
28784181,,branches:u,22235263,100.00,,,true,list,basic,JW_static,false
920623,,branch-misses:u,22235263,100.00,3.20,of all branches,true,list,basic,JW_static,false
754,,page-faults:u,22230922,100.00,,,true,list,basic,JW_static,false
260667916,,instructions:u,50626383,100.00,,,true,list,basic,JW_static,false
103278882,,L1-dcache-loads:u,50626383,100.00,,,true,list,basic,JW_static,false
5809664,,L1-dcache-load-misses:u,50626383,100.00,5.63,of all L1-dcache accesses,true,list,basic,JW_static,false
64139678,,branches:u,50626383,100.00,,,true,list,basic,JW_static,false
2320894,,branch-misses:u,50626383,100.00,3.62,of all branches,true,list,basic,JW_static,false
768,,page-faults:u,50620392,100.00,,,true,list,basic,JW_static,false
81460550,,instructions:u,14209418,100.00,,,true,list,basic,JW_static,false
29685861,,L1-dcache-loads:u,14209418,100.00,,,true,list,basic,JW_static,false
1326075,,L1-dcache-load-misses:u,14209418,100.00,4.47,of all L1-dcache accesses,true,list,basic,JW_static,false
18899642,,branches:u,14209418,100.00,,,true,list,basic,JW_static,false
521211,,branch-misses:u,14209418,100.00,2.76,of all branches,true,list,basic,JW_static,false
761,,page-faults:u,14206588,100.00,,,true,list,basic,JW_static,false
99506095,,instructions:u,19270491,100.00,,,true,list,basic,JW_static,false
37029306,,L1-dcache-loads:u,19270491,100.00,,,true,list,basic,JW_static,false
1761210,,L1-dcache-load-misses:u,19270491,100.00,4.76,of all L1-dcache accesses,true,list,basic,JW_static,false
23462961,,branches:u,19270491,100.00,,,true,list,basic,JW_static,false
705186,,branch-misses:u,19270491,100.00,3.01,of all branches,true,list,basic,JW_static,false
755,,page-faults:u,19266424,100.00,,,true,list,basic,JW_static,false
56331867,,instructions:u,10230066,100.00,,,true,list,basic,JW_static,false
19509223,,L1-dcache-loads:u,10230066,100.00,,,true,list,basic,JW_static,false
751534,,L1-dcache-load-misses:u,10230066,100.00,3.85,of all L1-dcache accesses,true,list,basic,JW_static,false
12615206,,branches:u,10230066,100.00,,,true,list,basic,JW_static,false
298602,,branch-misses:u,10230066,100.00,2.37,of all branches,true,list,basic,JW_static,false
757,,page-faults:u,10226598,100.00,,,true,list,basic,JW_static,false
109872602,,instructions:u,20017572,100.00,,,true,list,basic,VSIDS,true
38256800,,L1-dcache-loads:u,20017572,100.00,,,true,list,basic,VSIDS,true
1471117,,L1-dcache-load-misses:u,20017572,100.00,3.85,of all L1-dcache accesses,true,list,basic,VSIDS,true
24835725,,branches:u,20017572,100.00,,,true,list,basic,VSIDS,true
626417,,branch-misses:u,20017572,100.00,2.52,of all branches,true,list,basic,VSIDS,true
749,,page-faults:u,20016286,100.00,,,true,list,basic,VSIDS,true
210862616,,instructions:u,39464147,100.00,,,true,list,basic,VSIDS,true
76501770,,L1-dcache-loads:u,39464147,100.00,,,true,list,basic,VSIDS,true
3307595,,L1-dcache-load-misses:u,39464147,100.00,4.32,of all L1-dcache accesses,true,list,basic,VSIDS,true
49149593,,branches:u,39464147,100.00,,,true,list,basic,VSIDS,true
1469346,,branch-misses:u,39464147,100.00,2.99,of all branches,true,list,basic,VSIDS,true
817,,page-faults:u,39462306,100.00,,,true,list,basic,VSIDS,true
112660806,,instructions:u,18843395,100.00,,,true,list,basic,VSIDS,true
39391503,,L1-dcache-loads:u,18843395,100.00,,,true,list,basic,VSIDS,true
1536106,,L1-dcache-load-misses:u,18843395,100.00,3.90,of all L1-dcache accesses,true,list,basic,VSIDS,true
25528042,,branches:u,18843395,100.00,,,true,list,basic,VSIDS,true
647050,,branch-misses:u,18843395,100.00,2.53,of all branches,true,list,basic,VSIDS,true
757,,page-faults:u,18840674,100.00,,,true,list,basic,VSIDS,true
43198814,,instructions:u,6895926,100.00,,,true,list,basic,VSIDS,true
13788327,,L1-dcache-loads:u,6895926,100.00,,,true,list,basic,VSIDS,true
438001,,L1-dcache-load-misses:u,6895926,100.00,3.18,of all L1-dcache accesses,true,list,basic,VSIDS,true
9200197,,branches:u,6895926,100.00,,,true,list,basic,VSIDS,true
163811,,branch-misses:u,6895926,100.00,1.78,of all branches,true,list,basic,VSIDS,true
757,,page-faults:u,6894560,100.00,,,true,list,basic,VSIDS,true
45893343,,instructions:u,7444467,100.00,,,true,list,basic,VSIDS,true
14771750,,L1-dcache-loads:u,7444467,100.00,,,true,list,basic,VSIDS,true
482291,,L1-dcache-load-misses:u,7444467,100.00,3.26,of all L1-dcache accesses,true,list,basic,VSIDS,true
9821337,,branches:u,7444467,100.00,,,true,list,basic,VSIDS,true
183088,,branch-misses:u,7444467,100.00,1.86,of all branches,true,list,basic,VSIDS,true
748,,page-faults:u,7441575,100.00,,,true,list,basic,VSIDS,true
182127523,,instructions:u,34697114,100.00,,,true,list,basic,VSIDS,false
68879882,,L1-dcache-loads:u,34697114,100.00,,,true,list,basic,VSIDS,false
3455853,,L1-dcache-load-misses:u,34697114,100.00,5.02,of all L1-dcache accesses,true,list,basic,VSIDS,false
44032796,,branches:u,34697114,100.00,,,true,list,basic,VSIDS,false
1472956,,branch-misses:u,34697114,100.00,3.35,of all branches,true,list,basic,VSIDS,false
821,,page-faults:u,34695842,100.00,,,true,list,basic,VSIDS,false
360943023,,instructions:u,72878039,100.00,,,true,list,basic,VSIDS,false
141076140,,L1-dcache-loads:u,72878039,100.00,,,true,list,basic,VSIDS,false
7825355,,L1-dcache-load-misses:u,72878039,100.00,5.55,of all L1-dcache accesses,true,list,basic,VSIDS,false
88601187,,branches:u,72878039,100.00,,,true,list,basic,VSIDS,false
3168703,,branch-misses:u,72878039,100.00,3.58,of all branches,true,list,basic,VSIDS,false
1066,,page-faults:u,72865646,100.00,,,true,list,basic,VSIDS,false
138916152,,instructions:u,25420440,100.00,,,true,list,basic,VSIDS,false
51717904,,L1-dcache-loads:u,25420440,100.00,,,true,list,basic,VSIDS,false
2478149,,L1-dcache-load-misses:u,25420440,100.00,4.79,of all L1-dcache accesses,true,list,basic,VSIDS,false
33128755,,branches:u,25420440,100.00,,,true,list,basic,VSIDS,false
1041387,,branch-misses:u,25420440,100.00,3.14,of all branches,true,list,basic,VSIDS,false
772,,page-faults:u,25415721,100.00,,,true,list,basic,VSIDS,false
102438215,,instructions:u,17598062,100.00,,,true,list,basic,VSIDS,false
37106211,,L1-dcache-loads:u,17598062,100.00,,,true,list,basic,VSIDS,false
1650462,,L1-dcache-load-misses:u,17598062,100.00,4.45,of all L1-dcache accesses,true,list,basic,VSIDS,false
23908686,,branches:u,17598062,100.00,,,true,list,basic,VSIDS,false
678249,,branch-misses:u,17598062,100.00,2.84,of all branches,true,list,basic,VSIDS,false
753,,page-faults:u,17592327,100.00,,,true,list,basic,VSIDS,false
161420504,,instructions:u,30898026,100.00,,,true,list,basic,VSIDS,false
60643065,,L1-dcache-loads:u,30898026,100.00,,,true,list,basic,VSIDS,false
2999223,,L1-dcache-load-misses:u,30898026,100.00,4.95,of all L1-dcache accesses,true,list,basic,VSIDS,false
38610686,,branches:u,30898026,100.00,,,true,list,basic,VSIDS,false
1271801,,branch-misses:u,30898026,100.00,3.29,of all branches,true,list,basic,VSIDS,false
811,,page-faults:u,30894882,100.00,,,true,list,basic,VSIDS,false
5578521920,,instructions:u,1116679585,100.00,,,true,list,counting,trivial,true
2474179488,,L1-dcache-loads:u,1116679585,100.00,,,true,list,counting,trivial,true
269292804,,L1-dcache-load-misses:u,1116679585,100.00,10.88,of all L1-dcache accesses,true,list,counting,trivial,true
1180021607,,branches:u,1116679585,100.00,,,true,list,counting,trivial,true
21140145,,branch-misses:u,1116679585,100.00,1.79,of all branches,true,list,counting,trivial,true
1368,,page-faults:u,1116680650,100.00,,,true,list,counting,trivial,true
2809179281,,instructions:u,546332027,100.00,,,true,list,counting,trivial,true
1234744995,,L1-dcache-loads:u,546332027,100.00,,,true,list,counting,trivial,true
129545715,,L1-dcache-load-misses:u,546332027,100.00,10.49,of all L1-dcache accesses,true,list,counting,trivial,true
597778146,,branches:u,546332027,100.00,,,true,list,counting,trivial,true
11606347,,branch-misses:u,546332027,100.00,1.94,of all branches,true,list,counting,trivial,true
1009,,page-faults:u,546323814,100.00,,,true,list,counting,trivial,true
260055343,,instructions:u,45889898,100.00,,,true,list,counting,trivial,true
106270775,,L1-dcache-loads:u,45889898,100.00,,,true,list,counting,trivial,true
8241815,,L1-dcache-load-misses:u,45889898,100.00,7.76,of all L1-dcache accesses,true,list,counting,trivial,true
56350150,,branches:u,45889898,100.00,,,true,list,counting,trivial,true
1339182,,branch-misses:u,45889898,100.00,2.38,of all branches,true,list,counting,trivial,true
763,,page-faults:u,45882540,100.00,,,true,list,counting,trivial,true
132090085,,instructions:u,22375856,100.00,,,true,list,counting,trivial,true
51668071,,L1-dcache-loads:u,22375856,100.00,,,true,list,counting,trivial,true
3441481,,L1-dcache-load-misses:u,22375856,100.00,6.66,of all L1-dcache accesses,true,list,counting,trivial,true
28643484,,branches:u,22375856,100.00,,,true,list,counting,trivial,true
644485,,branch-misses:u,22375856,100.00,2.25,of all branches,true,list,counting,trivial,true
761,,page-faults:u,22372948,100.00,,,true,list,counting,trivial,true
648309185,,instructions:u,120074543,100.00,,,true,list,counting,trivial,true
275227238,,L1-dcache-loads:u,120074543,100.00,,,true,list,counting,trivial,true
25009088,,L1-dcache-load-misses:u,120074543,100.00,9.09,of all L1-dcache accesses,true,list,counting,trivial,true
139683908,,branches:u,120074543,100.00,,,true,list,counting,trivial,true
3249446,,branch-misses:u,120074543,100.00,2.33,of all branches,true,list,counting,trivial,true
752,,page-faults:u,120068163,100.00,,,true,list,counting,trivial,true
10674418783,,instructions:u,2121375677,100.00,,,true,list,counting,trivial,false
4760844219,,L1-dcache-loads:u,2121375677,100.00,,,true,list,counting,trivial,false
530099693,,L1-dcache-load-misses:u,2121375677,100.00,11.13,of all L1-dcache accesses,true,list,counting,trivial,false
2251511314,,branches:u,2121375677,100.00,,,true,list,counting,trivial,false
37778141,,branch-misses:u,2121375677,100.00,1.68,of all branches,true,list,counting,trivial,false
1760,,page-faults:u,2121372438,100.00,,,true,list,counting,trivial,false
9614041142,,instructions:u,1973506173,100.00,,,true,list,counting,trivial,false
4282196803,,L1-dcache-loads:u,1973506173,100.00,,,true,list,counting,trivial,false
471552005,,L1-dcache-load-misses:u,1973506173,100.00,11.01,of all L1-dcache accesses,true,list,counting,trivial,false
2029745922,,branches:u,1973506173,100.00,,,true,list,counting,trivial,false
37516758,,branch-misses:u,1973506173,100.00,1.85,of all branches,true,list,counting,trivial,false
1729,,page-faults:u,1973493354,100.00,,,true,list,counting,trivial,false
16230318829,,instructions:u,3365797865,100.00,,,true,list,counting,trivial,false
7252196244,,L1-dcache-loads:u,3365797865,100.00,,,true,list,counting,trivial,false
810494309,,L1-dcache-load-misses:u,3365797865,100.00,11.18,of all L1-dcache accesses,true,list,counting,trivial,false
3419880755,,branches:u,3365797865,100.00,,,true,list,counting,trivial,false
62295528,,branch-misses:u,3365797865,100.00,1.82,of all branches,true,list,counting,trivial,false
1915,,page-faults:u,3365753502,100.00,,,true,list,counting,trivial,false
871924689,,instructions:u,163002141,100.00,,,true,list,counting,trivial,false
374241526,,L1-dcache-loads:u,163002141,100.00,,,true,list,counting,trivial,false
35909639,,L1-dcache-load-misses:u,163002141,100.00,9.60,of all L1-dcache accesses,true,list,counting,trivial,false
186948955,,branches:u,163002141,100.00,,,true,list,counting,trivial,false
3997985,,branch-misses:u,163002141,100.00,2.14,of all branches,true,list,counting,trivial,false
806,,page-faults:u,162989565,100.00,,,true,list,counting,trivial,false
6793260504,,instructions:u,1369609751,100.00,,,true,list,counting,trivial,false
3019316081,,L1-dcache-loads:u,1369609751,100.00,,,true,list,counting,trivial,false
332685978,,L1-dcache-load-misses:u,1369609751,100.00,11.02,of all L1-dcache accesses,true,list,counting,trivial,false
1435211328,,branches:u,1369609751,100.00,,,true,list,counting,trivial,false
26047806,,branch-misses:u,1369609751,100.00,1.81,of all branches,true,list,counting,trivial,false
1483,,page-faults:u,1369593572,100.00,,,true,list,counting,trivial,false
957744488,,instructions:u,177478992,100.00,,,true,list,counting,random,true
416523025,,L1-dcache-loads:u,177478992,100.00,,,true,list,counting,random,true
40760880,,L1-dcache-load-misses:u,177478992,100.00,9.79,of all L1-dcache accesses,true,list,counting,random,true
204681437,,branches:u,177478992,100.00,,,true,list,counting,random,true
4092273,,branch-misses:u,177478992,100.00,2.00,of all branches,true,list,counting,random,true
922,,page-faults:u,177459071,100.00,,,true,list,counting,random,true
5787162089,,instructions:u,1142384086,100.00,,,true,list,counting,random,true
2578474448,,L1-dcache-loads:u,1142384086,100.00,,,true,list,counting,random,true
283261267,,L1-dcache-load-misses:u,1142384086,100.00,10.99,of all L1-dcache accesses,true,list,counting,random,true
1223851748,,branches:u,1142384086,100.00,,,true,list,counting,random,true
20482461,,branch-misses:u,1142384086,100.00,1.67,of all branches,true,list,counting,random,true
2000,,page-faults:u,1142333585,100.00,,,true,list,counting,random,true
224702565,,instructions:u,38666136,100.00,,,true,list,counting,random,true
92625560,,L1-dcache-loads:u,38666136,100.00,,,true,list,counting,random,true
7177473,,L1-dcache-load-misses:u,38666136,100.00,7.75,of all L1-dcache accesses,true,list,counting,random,true
48543151,,branches:u,38666136,100.00,,,true,list,counting,random,true
1100638,,branch-misses:u,38666136,100.00,2.27,of all branches,true,list,counting,random,true
760,,page-faults:u,38658428,100.00,,,true,list,counting,random,true
33565872,,instructions:u,5189890,100.00,,,true,list,counting,random,true
10510879,,L1-dcache-loads:u,5189890,100.00,,,true,list,counting,random,true
355071,,L1-dcache-load-misses:u,5189890,100.00,3.38,of all L1-dcache accesses,true,list,counting,random,true
6853908,,branches:u,5189890,100.00,,,true,list,counting,random,true
94012,,branch-misses:u,5189890,100.00,1.37,of all branches,true,list,counting,random,true
752,,page-faults:u,5188307,100.00,,,true,list,counting,random,true
971015098,,instructions:u,180771591,100.00,,,true,list,counting,random,true
422357656,,L1-dcache-loads:u,180771591,100.00,,,true,list,counting,random,true
40901684,,L1-dcache-load-misses:u,180771591,100.00,9.68,of all L1-dcache accesses,true,list,counting,random,true
207847440,,branches:u,180771591,100.00,,,true,list,counting,random,true
4550565,,branch-misses:u,180771591,100.00,2.19,of all branches,true,list,counting,random,true
908,,page-faults:u,180766087,100.00,,,true,list,counting,random,true
6086939324,,instructions:u,1209669198,100.00,,,true,list,counting,random,false
2712889443,,L1-dcache-loads:u,1209669198,100.00,,,true,list,counting,random,false
298396455,,L1-dcache-load-misses:u,1209669198,100.00,11.00,of all L1-dcache accesses,true,list,counting,random,false
1286782499,,branches:u,1209669198,100.00,,,true,list,counting,random,false
21859579,,branch-misses:u,1209669198,100.00,1.70,of all branches,true,list,counting,random,false
2068,,page-faults:u,1209651272,100.00,,,true,list,counting,random,false
4643828139,,instructions:u,913210065,100.00,,,true,list,counting,random,false
2064953801,,L1-dcache-loads:u,913210065,100.00,,,true,list,counting,random,false
223762659,,L1-dcache-load-misses:u,913210065,100.00,10.84,of all L1-dcache accesses,true,list,counting,random,false
983536074,,branches:u,913210065,100.00,,,true,list,counting,random,false
17013445,,branch-misses:u,913210065,100.00,1.73,of all branches,true,list,counting,random,false
1879,,page-faults:u,913202998,100.00,,,true,list,counting,random,false
9186433105,,instructions:u,1820391077,100.00,,,true,list,counting,random,false
4106134542,,L1-dcache-loads:u,1820391077,100.00,,,true,list,counting,random,false
455950622,,L1-dcache-load-misses:u,1820391077,100.00,11.10,of all L1-dcache accesses,true,list,counting,random,false
1937784266,,branches:u,1820391077,100.00,,,true,list,counting,random,false
33160668,,branch-misses:u,1820391077,100.00,1.71,of all branches,true,list,counting,random,false
2376,,page-faults:u,1820385167,100.00,,,true,list,counting,random,false
2212842099,,instructions:u,421412056,100.00,,,true,list,counting,random,false
